SID	len_mid	len_min	len_max	type	Sp_Aff	seg_SNPs	start5	start3	stop5	stop3	event_snp	LocalEventHpM_NWT	LocalEventHpM_Ntel	LocalEventHpM_Ntkd	LocalEventHpM_SFA	LocalEventHpM_DC	total_nb_seg	Event_len_max	Event_len_mid	nb_62_seg	proportion	LCO	chr	Meiosis	EID	EventSpAff	LSB	LNCO	groupe	classe	Event_type	Event_len_min	debut	fin	Genotype	SegHpM_NWT	SegHpM_DC	SegHpM_Ntel	SegHpM_Ntkd	SegHpM_SFA	exp_local_hits_seg_NWT	exp_local_hits_seg_Ntel	exp_local_hits_seg_Ntkd	exp_local_hits_seg_SFA	exp_local_hits_seg_DC	Seg_Obs_Exp_HpM_NWT	Seg_Obs_Exp_HpM_Ntel	Seg_Obs_Exp_HpM_Ntkd	Seg_Obs_Exp_HpM_SFA	Seg_Obs_Exp_HpM_DC	boundary_cross	hotspot_overlapW	hotspot_boundary_crossW	est_dist_DSBsW	hotspot_overlapF	hotspot_boundary_crossF	est_dist_DSBsF	SegType	seg_cat	len_cat	Classification	Notes
685	754	0	1507	(6:2)	56	1	397892	398975	398975	399399	4	211.5641	216.9271	154.6767	216.3733	5.5236	4	2588	41.3377192982456	1	0	1	5	OM7	62	56_8_7_3	2	1	0	2	(6:2)_(5:3)_(4:4aCO)_(3:5)_(4:4a)	1059	398433.25	400257.25	OM	181.353680629061	5.2924	182.341531021512	129.81452542286	122.737247810995	123.194396715611	126.31728736476	90.0686966383308	125.994807998454	3.2164085007728	1.4721	1.4435	1.4413	0.9741	1.6454	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
691	17	0	34	6:2	3	1	563608	563620	563620	563642	57	25.9162	27.9784	17.6414	5.2509	0	8	1812	1.00354191263282	3	0	0	5	OM8	62	3_34_3_3_3_3_3_3	1	1	2	13	5:3_5:3a_6:2_5:3a_6:2_5:3a_6:2_5:3a	1576	563373.5	565067.5	OM	0.059914827463867	0	0.078319212838538	0.0754161071610027	0	0.486286313465784	0.524981015452539	0.331019646799117	0.098526821192053	0	0.1232	0.1492	0.2278	0	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	IN	
693	34	0	68	6:2	3	1	564197	564252	564252	564265	57	25.9162	27.9784	17.6414	5.2509	0	8	1812	2.00708382526564	3	0	0	5	OM8	62	3_34_3_3_3_3_3_3	1	1	2	13	5:3_5:3a_6:2_5:3a_6:2_5:3a_6:2_5:3a	1576	563373.5	565067.5	OM	0.277768741013621	0	0.0252061834422881	0.0593126678335207	0.232079317562701	0.972572626931567	1.04996203090508	0.662039293598234	0.197053642384106	0	0.2856	0.024	0.0896	1.1777	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	IN	
695	45	18	72	6:2	3	3	564478	564489	564507	564550	57	25.9162	27.9784	17.6414	5.2509	0	8	1812	2.65643447461629	3	0	0	5	OM8	62	3_34_3_3_3_3_3_3	1	1	2	13	5:3_5:3a_6:2_5:3a_6:2_5:3a_6:2_5:3a	1576	563373.5	565067.5	OM	0.186346116135533	0	0.0760186484767419	0.0606129455431931	0.160955009464822	1.02978278145695	1.11172450331126	0.700982781456954	0.208645033112583	0	0.181	0.0684	0.0865	0.7714	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	IN	
699	144	0	289	6:2	18	1	213250	213465	213465	213539	16	190.5134	173.7413	228.5425	122.9686	1.3272	6	3033	5.1009564293305	1	0	0	6	OM9	62	7_1_18_7_8_2	1	1	3	31	5:3_4:4ai_6:2_5:3a_4:4_3:5	2613	211444.5	214267.5	OM	25.9700269505986	0	24.110014536161	18.6571847492787	12.6302166190298	18.1531066930432	16.5549738542697	21.7767169469172	11.7170871744148	0.126462512363996	1.4306	1.4564	0.8567	1.0779	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	CN4	Unsure
704	468	0	935	(6:2)	3	1	62459	63014	63014	63394	4	98.5578	81.6694	87.9704	23.5007	0.2528	3	3032	19.394944053046	1	0	1	6	OM8	63	4_3_1	1	0	2	32	(5:3)_(6:2)_(5:3a)_(4:4aCO)	1794	62181.5	64594.5	OM	20.161089379707	0.0628	19.7570466900303	19.1170829730536	11.1631152089545	30.392989116095	25.1849897757256	27.1280751978892	7.24708261873351	0.077957783641161	0.6633	0.7845	0.7047	1.5404	0.8056	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	CC1	
709	349	0	698	(2:6)	6	1	541175	541194	541194	541873	9	191.424	166.3552	122.4691	37.7867	2.4986	4	1344	37.6077586206897	1	0	1	5	OM7	64	5_5_5_6	1	0	1	12	(3:5)_(4:4)_(3:5)_(2:6)_(4:4aCO)	512	540605.5	541533.5	OM	186.177574425555	2.4986	162.750024940994	118.891192447988	34.8974268656621	99.4151428571429	86.3957809523809	63.6037438988095	19.6243427083333	1.29763601190476	1.8727	1.8838	1.8692	1.7783	1.9255	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
714	50	0	100	(6:2)	5	1	47898	47968	47968	47998	9	185.4218	144.5065	116.6175	71.0035	5.2448	8	1638	3.88198757763975	2	0	1	7	OM9	64	4_4_4_35_5_5_6_34	1	0	3	20	(5:3)_(4:4)_(5:3)_(5:3a)_(6:2)_(5:3a)_(4:4aCO)_(2:6)_(4:4a)	937	47353.75	48641.75	OM	0.663064092250375	0	0.171842155372424	0.0890190124314222	0.263790155350363	11.3200122100122	8.82213064713065	7.11950549450549	4.33476800976801	0.32019536019536	0.0586	0.0195	0.0125	0.0609	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	IC	
717	415	186	644	(2:6)	34	2	48191	48262	48448	48835	9	185.4218	144.5065	116.6175	71.0035	5.2448	8	1638	32.2204968944099	2	0	1	7	OM9	64	4_4_4_35_5_5_6_34	1	0	3	20	(5:3)_(4:4)_(5:3)_(5:3a)_(6:2)_(5:3a)_(4:4aCO)_(2:6)_(4:4a)	937	47353.75	48641.75	OM	181.076612061324	5.2448	142.305009482249	113.203377660432	68.4251856209499	72.9008786324786	56.8145213675214	45.8496153846154	27.915905982906	2.06205811965812	2.4839	2.5047	2.469	2.4511	2.5435	0	1	0	0	1	0	0	6:2/2:6 Segment	multi	150_300	AC	
725	169	0	338	(2:6)	128	1	428940	429020	429020	429278	22	775.3284	666.0899	745.1054	260.231	18.8438	11	3343	5.66353887399464	1	0	1	7	OM4	65	6_6_6_78_78_6_8_128_12_13_2	2	1	0	2	(3:5)_(4:4)_(3:5)_(5:3)_(3:5)_(4:4)_(5:3a)_(2:6)_(4:4)_(4:4ai)_(3:5a)_(4:4bCO)	2624	427266.25	430250.25	OM	3.72572202566631	0	1.75663092703755	1.66445548974303	0.862794876714783	78.3909659587197	67.3462118456476	75.3352154352378	26.3111211486689	1.9052361352079	0.0475	0.0261	0.0221	0.0328	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	AC	
733	320	125	515	(6:2)	4	10	58110	58170	58295	58625	18	935.1269	732.2737	671.2846	235.4165	24.0596	5	4019	8.58369098712446	1	0	0	6	OM7	65	4_5_36_456_4	2	2	0	3	(5:3)_(4:4ai)_(4:4bCO)_(5:3a)_(6:2)_(4:4CO)	3438	54731.75	58459.75	OM	95.9367420123853	1.5816	85.5483862596012	71.8202391655846	35.385993842807	119.828403458572	93.8345248818114	86.0193005722817	30.1665831052501	3.08302911171933	0.8006	0.9117	0.8349	1.173	0.513	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AN	
735	249	100	398	(6:2)	34	2	224599	224792	224892	224997	29	2315.1282	2329.3132	1737.3762	3068.3787	121.6744	6	3664	7.53403933434191	2	0	1	6	OM8	65	3456_34_34_4_3_4	1	0	2	32	(4:4aCO)_(6:2)_(4:4a)_(5:3)_(6:2)_(5:3a)_(4:4a)	2946	223828	227133	OM	41.7556335046305	0.3068	36.9180565345798	38.8725022801942	18.0621730944488	251.479537008734	253.02037489083	188.721541375546	333.300961408297	13.2168152838428	0.166	0.1459	0.206	0.0542	0.0232	0	1	0	0	1	0	0	6:2/2:6 Segment	multi	30_150	AC	
738	28	0	56	(6:2)	3	1	226615	226657	226657	226671	29	2315.1282	2329.3132	1737.3762	3068.3787	121.6744	6	3664	0.847201210287443	2	0	1	6	OM8	65	3456_34_34_4_3_4	1	0	2	32	(4:4aCO)_(6:2)_(4:4a)_(5:3)_(6:2)_(5:3a)_(4:4a)	2946	223828	227133	OM	207.924156176097	15.6276	195.117565167941	123.444764987261	26.7869549561659	35.3840554585153	35.6008567685589	26.5537847161572	46.8966176855895	1.85965240174672	5.8762	5.4807	4.6489	0.5712	8.4035	0	1	0	0	1	0	0	6:2/2:6 Segment	multi	30_150	CC5	
741	364	290	438	(2:6)	3	6	164774	164885	165175	165212	7	9.1154	10.2676	21.8177	11.0106	0	2	782	61.4864864864865	1	0	1	7	OM9	65	4_3	1	0	1	9	(3:5)_(2:6)_(4:4aCO)	402	164601.5	165193.5	OM	7.69150346020287	0	9.25587059926814	20.4221617081156	10.3088232382711	5.10555652173913	5.75090639386189	12.2201439897698	6.16706240409207	0	1.5065	1.6095	1.6712	1.6716	0	0	1	0	0	0	0	0	6:2/2:6 Segment	single	150_300	AC	
742	164	0	327	6:2	56	1	194830	195121	195121	195157	16	480.1545	388.6482	628.7815	1167.8685	6.3608	6	1698	10.7682206172029	1	0	0	8	OM3	66	56_6_5_6_6_6	1	1	2	17	6:2_5:3_4:4_5:3a_4:4_5:3a	1348	194975.5	196498.5	OM	203.877554740574	3.271	178.87678106811	281.083833098039	508.407157907635	92.4679160777385	74.8456780918728	121.090430212014	224.907537985866	1.22495971731449	2.2048	2.3899	2.3213	2.2605	2.6703	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	IN	Phasing reveals incompatibility
749	226	0	451	(2:6)	6	1	74254	74647	74647	74705	45	1944.2277	2121.8128	2311.463	4542.9654	77.265	11	4394	5.41706615532119	4	0	1	6	OM7	66	5_6_6_5_5_6_6_345_5_5_5	1	0	3	20	(3:5)_(2:6)_(3:5)_(4:4)_(3:5)_(2:6)_(3:5)_(6:2)_(5:3)_(6:2)_(5:3)_(4:4aCO)	3949	74213.25	78385.25	OM	483.220285278354	22.354	476.481687867019	575.688453928065	2548.89053227812	199.555460332271	217.782788529813	237.248478152026	466.28980323168	7.93047678652708	2.4215	2.1879	2.4265	5.4663	2.8187	0	1	0	0	1	0	0	6:2/2:6 Segment	multi	30_150	IC	
753	110	0	220	(2:6)	6	1	76048	76126	76126	76268	45	1944.2277	2121.8128	2311.463	4542.9654	77.265	11	4394	2.6366251198466	4	0	1	6	OM7	66	5_6_6_5_5_6_6_345_5_5_5	1	0	3	20	(3:5)_(2:6)_(3:5)_(4:4)_(3:5)_(2:6)_(3:5)_(6:2)_(5:3)_(6:2)_(5:3)_(4:4aCO)	3949	74213.25	78385.25	OM	57.8093063985675	1.65	55.5492270308546	90.3045870008392	25.6377621974762	97.3441269913518	106.235506599909	115.730964952208	227.458440600819	3.86852526172053	0.5939	0.5229	0.7803	0.1127	0.4265	0	1	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	IC	
755	128	0	256	(6:2)	345	1	76491	76608	76608	76747	45	1944.2277	2121.8128	2311.463	4542.9654	77.265	11	4394	3.06807286673058	4	0	1	6	OM7	66	5_6_6_5_5_6_6_345_5_5_5	1	0	3	20	(3:5)_(2:6)_(3:5)_(4:4)_(3:5)_(2:6)_(3:5)_(6:2)_(5:3)_(6:2)_(5:3)_(4:4aCO)	3949	74213.25	78385.25	OM	483.334713596582	15.125	623.265596088073	543.408659699997	973.90335016887	113.273165953573	123.619498588985	134.668759217114	264.678912699135	4.50155666818389	4.267	5.0418	4.0352	3.6796	3.3599	0	1	0	0	1	0	0	6:2/2:6 Segment	multi	30_150	IC	
757	36	0	73	(6:2)	5	1	77996	78036	78036	78069	45	1944.2277	2121.8128	2311.463	4542.9654	77.265	11	4394	0.862895493767977	4	0	1	6	OM7	66	5_6_6_5_5_6_6_345_5_5_5	1	0	3	20	(3:5)_(2:6)_(3:5)_(4:4)_(3:5)_(2:6)_(3:5)_(6:2)_(5:3)_(6:2)_(5:3)_(4:4aCO)	3949	74213.25	78385.25	OM	1.01065011134376	0	0.893619217751595	2.42651824897337	0.751956995740873	32.3005512289486	35.2508726445152	38.4016383705052	75.4748461993628	1.28364701866181	0.0313	0.0254	0.0632	0.01	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	IC	
759	70	0	140	(2:6)	34	1	51193	51257	51257	51333	4	51.4159	42.2033	51.918	5.9845	1.139	4	554	15.5555555555556	2	0	1	6	OM2	67	34_34_4_3	1	0	1	12	(2:6)_(4:4)_(3:5)_(2:6)_(4:4aCO)	347	51225.25	51675.25	OM	48.6631429453646	1.139	40.0363214901883	47.7568997849369	3.41456699382985	12.9931877256318	10.6650938628159	13.1200722021661	1.5123285198556	0.287833935018051	3.7453	3.754	3.64	2.2578	3.9571	0	1	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	AC	
762	189	0	378	(2:6)	3	1	51370	51603	51603	51748	4	51.4159	42.2033	51.918	5.9845	1.139	4	554	42	2	0	1	6	OM2	67	34_34_4_3	1	0	1	12	(2:6)_(4:4)_(3:5)_(2:6)_(4:4aCO)	347	51225.25	51675.25	OM	2.08811675815641	0	1.5397777298039	3.34251388475648	1.04775809144471	35.0816068592058	28.7957534296029	35.4241949458484	4.08328700361011	0.777151624548736	0.0595	0.0535	0.0944	0.2566	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	AC	
764	558	63	1053	(6:2)	2	2	611214	611295	611358	612267	6	18.2279	9.0371	25.3286	16.9484	0.0516	4	2305	28.469387755102	1	0	1	7	OM4	67	1_2_23_4	1	0	3	21	(5:3)_(6:2)_(4:4ai)_(3:5)_(4:4bCO)	1615	610909.5	612869.5	OM	7.7892276445638	0	3.47205174463772	3.91263564976671	5.42225315912442	8.32710572668113	4.1284452494577	11.5709396095445	7.74258793926247	0.0235725813449024	0.9354	0.841	0.3381	0.7003	0	1	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	AC	
768	91	14	168	6:2	2	3	95140	95232	95246	95308	27	4779.604	5533.9415	5068.1922	5115.5105	409.085	5	2689	3.87234042553191	2	0	0	6	OM2	68	1_2_2_2_1	1	1	2	21	5:3_6:2_5:3_6:2_5:3a	2011	94763	97113	OM	304.431939507332	10.5972	370.451277069809	298.668888865012	36.977637817695	298.614158423206	345.742719226478	316.644213313499	319.600507251766	25.5583042023057	1.0195	1.0715	0.9432	0.1157	0.4146	0	1	0	0	1	0	0	6:2/2:6 Segment	multi	30_150	IN	
770	108	0	217	6:2	2	1	95632	95746	95746	95849	27	4779.604	5533.9415	5068.1922	5115.5105	409.085	5	2689	4.59574468085106	2	0	0	6	OM2	68	1_2_2_2_1	1	1	2	21	5:3_6:2_5:3_6:2_5:3a	2011	94763	97113	OM	1983.68851470376	246.6908	2388.86672364588	2107.2138528345	1892.55611739021	385.709954629974	446.584345667534	408.998775529937	412.817321866865	33.0128095946448	5.143	5.3492	5.1521	4.5845	7.4726	0	1	0	0	1	0	0	6:2/2:6 Segment	multi	30_150	CN4	
776	182	33	332	6:2	78	3	113356	113586	113619	113688	62	586.3469	741.0804	877.391	872.5884	14.8078	10	6167	3.07432432432432	2	0	0	6	OM7	68	8_8_7_7_78_8_8_8_7_7	1	1	2	17	5:3_4:4_5:3a_4:4_6:2_5:3a_6:2_5:3a_4:4_5:3a	5672	109083.25	115003.25	OM	2.22695111628637	0	1.28881616529318	3.62827491679757	1.17690222893327	31.5659430517269	39.8960098589265	47.2342811739906	46.9757335495379	0.797176844494892	0.0705	0.0323	0.0768	0.0251	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	AN	
778	23	0	46	6:2	8	1	114202	114205	114205	114248	62	586.3469	741.0804	877.391	872.5884	14.8078	10	6167	0.388513513513514	2	0	0	6	OM7	68	8_8_7_7_78_8_8_8_7_7	1	1	2	17	5:3_4:4_5:3a_4:4_6:2_5:3a_6:2_5:3a_4:4_5:3a	5672	109083.25	115003.25	OM	4.01829443022693	0.0584	3.26640129560064	6.11350570543077	4.35508843509041	4.37359451921518	5.52776040214043	6.54450883736014	6.50868597373115	0.110452213393871	0.9188	0.5909	0.9341	0.6691	0.5287	0	1	0	0	1	0	0	6:2/2:6 Segment	multi	30_150	IN	
783	324	0	649	(6:2)	3	1	155336	155718	155718	155985	13	67.9889	73.0053	103.1308	29.7336	1.0038	2	1627	21.8918918918919	1	0	1	6	OM2	69	4_3	1	0	1	7	(5:3)_(6:2)_(4:4aCO)	1334	154371.25	155851.25	OM	59.9728418210107	1.0038	68.5506164602018	97.1515493558875	27.6806603971596	27.1203417947142	29.1213519975415	41.1382232329441	11.8605448063921	0.40040946527351	2.2114	2.354	2.3616	2.3338	2.5069	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
784	592	263	922	(6:2)	34	3	911857	912297	912560	912779	3	18.9374	16.2892	18.2851	11.8317	0	1	921	100	1	0	1	7	OM6	69	34	1	0	1	15	(6:2)_(4:4aCO)	264	912077.25	912669.25	OM	18.9373865429909	0	16.2891959759663	18.2851052815878	11.8317437255878	18.9579617806732	16.3068864277959	18.3049535287731	11.8445465798046	0	0.9989	0.9989	0.9989	0.9989	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	150_300	AC	
785	656	223	1088	(6:2)	12	4	172677	173376	173599	173765	5	258.7572	281.9649	370.7867	119.8292	3.3682	2	1434	71.9298245614035	1	0	1	6	OM7	69	12_4	1	0	1	8	(6:2)_(5:3)_(4:4aCO)	390	173026.5	173938.5	OM	130.329153298443	1.6756	140.350830093709	177.996015890686	84.2583969249108	196.323454393305	213.931528033473	281.322126638773	90.9164362622036	2.55551018131102	0.6638	0.6561	0.6327	0.9268	0.6557	0	1	0	0	1	0	0	6:2/2:6 Segment	single	150_300	AC	
789	108	0	217	(6:2)	56	1	205576	205702	205702	205793	20	190.8693	167.5376	306.2587	273.3707	4.8128	3	1510	7.82608695652174	1	0	1	6	OM1	70	6_6_56	1	0	1	12	(5:3)_(4:4)_(6:2)_(4:4aCO)	1249	204367.75	205747.75	OM	7.81573420429322	0.139	5.30270082940262	21.401270823499	19.4816582307483	27.4295616556291	24.0765954966887	44.0120118543046	39.2857231125828	0.691640794701987	0.2849	0.2202	0.4863	0.4959	0.201	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
790	767	0	1534	(2:6)	78	1	101512	102030	102030	103046	1	81.4486	72.3422	85.4018	63.9562	0.6016	1	1533	100	1	0	1	8	OM5	70	78	1	0	1	16	(2:6)_(4:4aCO)	1	101771	102538	OM	81.4485565385434	0.6016	72.3422466020542	85.401839885838	63.9561582450388	81.5017302022179	72.3893899543379	85.4575089367254	63.9979196347032	0.601992433137639	0.9993	0.9993	0.9993	0.9993	0.9993	0	2	0	374.5	1	0	0	6:2/2:6 Segment	single	30_150	AC	
791	308	0	616	(6:2)	34	1	223659	224098	224098	224275	1	88.6171	75.4587	62.3132	55.6824	0.7384	1	615	100	1	0	1	6	OM7	70	34	1	0	1	15	(6:2)_(4:4aCO)	1	223878.5	224186.5	OM	88.6171305864239	0.7384	75.4587111159882	62.3132086806333	55.6824305397399	88.7611928455285	75.5813970731707	62.4145222764228	55.7729404878049	0.739600650406504	0.9984	0.9984	0.9984	0.9984	0.9984	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
792	544	41	1047	(2:6)	56	2	325875	326015	326056	326922	2	147.4463	136.8617	150.2384	142.2011	2.2768	1	1046	100	1	0	1	7	OM8	70	56	1	0	1	16	(2:6)_(4:4aCO)	42	325945	326489	OM	147.446289373675	2.2768	136.861674153164	150.238387494134	142.201099956172	147.587262045889	136.99254292543	150.382031357553	142.33704751434	2.27897667304015	0.999	0.999	0.999	0.999	0.999	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
793	304	239	369	6:2	12	2	229247	229320	229559	229616	11	552.3524	515.1602	455.1148	36.0738	11.889	5	1379	24.1078509119746	1	0	0	6	OM1	71	12_12_1_1_1	1	1	1	7	6:2_4:4_5:3_4:4_5:3	1143	229283.5	230544.5	OM	510.818715219122	11.8306	481.37968941782	404.511694475075	22.9108302161144	147.8013311095	137.849248585932	121.781987817259	9.6528152284264	3.18132052211748	3.4561	3.4921	3.3216	2.3735	3.7188	0	1	0	0	1	0	0	6:2/2:6 Segment	single	150_300	AN	
798	1294	772	1815	(6:2)	12	8	244444	245103	245875	246259	11	500.4065	472.4657	470.0962	422.8626	16.535	2	2180	71.6500553709856	1	0	1	6	OM2	71	12_8	1	0	1	8	(6:2)_(5:3)_(4:4aCO)	1431	244773.25	246579.25	OM	497.776287535201	16.535	470.054411162848	464.057812168163	422.007429141454	416.622842889908	393.360204357798	391.387432568807	352.062210550459	13.7665252293578	1.1948	1.195	1.1857	1.1987	1.2011	0	2	0	727.5	2	0	711	6:2/2:6 Segment	single	750_1000	AC	
802	562	53	1072	(6:2)	56	2	422798	422992	423045	423870	6	1566.2617	1492.848	2102.0895	2953.5794	52.8388	3	1435	57.8189300411523	1	0	1	8	OM3	71	5_5_56	1	0	1	12	(5:3)_(4:4)_(6:2)_(4:4aCO)	508	422485.75	423457.75	OM	409.702691460361	21.2882	325.424731405273	428.912205867977	305.534422255068	1170.05752083624	1115.21467317073	1570.34142439024	2206.43701519164	39.4726087804878	0.3502	0.2918	0.2731	0.1385	0.5393	0	2	0	880	2	0	802	6:2/2:6 Segment	single	30_150	AC	
804	18	0	36	6:2	7	1	237452	237463	237463	237488	5	90.5895	85.4186	86.4479	35.7657	1.4274	3	1383	1.82926829268293	1	0	0	6	OM7	71	8_7_7	1	1	1	3	5:3_6:2_5:3	584	236741.25	237725.25	OM	10.832380751009	0.4348	11.2268541101026	9.07033721722595	4.68860241989819	2.35807809110629	2.22347765726681	2.25027071583514	0.930994360086768	0.037155748373102	4.5937	5.0492	4.0308	5.0361	11.7021	0	1	0	0	0	0	0	6:2/2:6 Segment	single	30_150	IN	
806	294	140	447	(6:2)	56	2	433234	433416	433556	433681	2	695.2519	631.9205	587.437	282.6729	30.1842	1	446	100	1	0	1	7	OM8	71	56	1	0	1	15	(6:2)_(4:4aCO)	141	433324.75	433618.75	OM	695.25185794022	30.1842	631.920519266225	587.436963141767	282.672908893936	696.810760762332	633.337362107623	588.754123318386	283.30669573991	30.2518775784753	0.9978	0.9978	0.9978	0.9978	0.9978	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
808	292	3	580	(6:2)	5	2	936368	936413	936416	936948	5	148.5714	128.7777	124.2455	46.2896	1.0824	3	1308	30.6079664570231	1	0	1	7	OM4	72	6_5_356	1	0	3	20	(5:3)_(6:2)_(3:5)_(4:4aCO)	599	936208.25	937162.25	OM	10.061289924767	0	10.5389853659256	11.8854384586668	2.25647119235425	65.8802844036697	57.1032614678899	55.0935703363914	20.5259694189602	0.479963302752294	0.1527	0.1846	0.2157	0.1099	0	0	1	0	0	0	0	0	6:2/2:6 Segment	single	30_150	AC	
817	116	49	184	2:6	78	7	20789	20913	20962	20973	21	235.4156	152.0353	313.3133	172.039	6.2322	9	1174	11.1217641418984	1	0	0	7	OM7	72	7_7_7_57_5_5_5_78_7	1	1	3	30	3:5_4:4_3:5_5:3_4:4_5:3_4:4_2:6_3:5a	912	20061	21104	OM	12.8774868650762	0.0584	5.7047994700296	15.2419553341429	7.42233672608504	36.8964824531516	23.8283604770017	49.1053212947189	26.9635229982964	0.976767291311755	0.349	0.2394	0.3104	0.2753	0.0598	0	1	0	0	0	0	0	6:2/2:6 Segment	single	30_150	AN	
822	83	9	157	6:2	3	2	21253	21328	21337	21410	18	1.6968	0.4374	1.8123	2.6119	0	5	527	18.3628318584071	1	0	0	7	OM1	73	4_4_4_3_3	1	1	1	3	5:3_4:4_5:3_6:2_5:3	377	21104	21556	OM	0.29747361749172	0	0.020405005643757	0.183139114339252	0.353620856717305	0.505498292220114	0.130307020872865	0.539907210626186	0.778118216318786	0	0.5885	0.1566	0.3392	0.4545	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	IN	
827	64	0	128	6:2	6	1	121774	121840	121840	121902	15	434.0882	337.628	349.1933	544.6728	7.7366	7	1186	5.67375886524823	2	0	0	7	OM2	73	6_6_5_6_6_6_6	1	1	2	17	5:3_4:4_5:3a_6:2_5:3a_6:2_5:3a	1071	120955.25	122083.25	OM	15.8880319018165	0.0516	12.531474152316	17.5166411551714	19.591795872402	46.8493166947723	36.4387723440135	37.6869666104553	58.7842482293423	0.834978752107926	0.3391	0.3439	0.4648	0.3333	0.0618	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	IN	
829	60	5	115	6:2	6	2	121932	122011	122016	122047	15	434.0882	337.628	349.1933	544.6728	7.7366	7	1186	5.31914893617021	2	0	0	7	OM2	73	6_6_5_6_6_6_6	1	1	2	17	5:3_4:4_5:3a_6:2_5:3a_6:2_5:3a	1071	120955.25	122083.25	OM	2.84410384659031	0	2.05900510380754	4.58397903340683	2.63620097229736	42.0911829679595	32.7379595278246	33.8593840640809	52.8139730185498	0.750176222596965	0.0676	0.0629	0.1354	0.0499	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	IN	
831	293	0	586	(2:6)	34	1	197230	197465	197465	197816	6	1537.5708	2026.3432	1583.3325	1342.589	122.1346	3	1521	23.1437598736177	1	0	1	7	OM2	74	34_56_4	1	0	3	20	(2:6)_(4:4aCO)_(5:3)_(4:4a)	1012	197347.75	198613.75	OM	1396.55101243939	114.4504	1874.98596124359	1403.6813943419	1100.40528463381	592.384279289941	780.695013280736	610.015019723866	517.263086127548	47.0551450361604	2.3575	2.4017	2.3011	2.1274	2.4323	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
835	64	1	128	2:6	8	2	516908	516987	516988	517036	16	3456.5755	3112.9446	2661.403	421.9712	197.3474	3	1383	4.91929285165257	1	0	0	8	OM3	74	7_8_8	1	1	1	4	3:5_2:6_3:5	1219	516086.5	517387.5	OM	12.3046451006595	0.3792	10.2360110419308	17.9363307913088	1.67057094969703	319.914435285611	288.110563123644	246.31929428778	39.0544566883586	18.2649798987708	0.0385	0.0355	0.0728	0.0428	0.0208	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	IN	
839	404	0	809	(6:2)	7	1	280455	280619	280619	281264	5	423.4983	424.3818	433.725	678.0567	7.6336	4	2979	19.9014778325123	1	0	1	8	OM6	74	7_78_7_578	1	0	3	20	(5:3)_(5:3a)_(6:2)_(3:5)_(4:4aCO)	1081	280123.5	282153.5	OM	17.3949048162458	0.139	12.1652843206405	20.0047725633108	41.5736085789454	115.008433937563	115.248363947633	117.785674723061	184.138257905337	2.07303873783149	0.1512	0.1056	0.1698	0.2258	0.0671	0	2	0	1013	2	0	931	6:2/2:6 Segment	single	30_150	IC	Phasing reveals incompatibility
842	217	0	434	(2:6)	478	1	599081	599198	599198	599515	2	382.6325	553.8519	323.0218	275.6667	7.8976	2	781	48.2222222222222	1	0	1	7	OM8	74	378_478	1	0	3	20	(5:3)_(2:6)_(4:4aCO)	118	598906.75	599356.75	OM	103.769780499068	1.6076	115.469526349122	67.2718677371503	31.8847972416456	212.62804737516	307.774295262484	179.502511139565	153.187385147247	4.38867912932138	0.488	0.3752	0.3748	0.2081	0.3663	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
