SID	len_mid	len_min	len_max	type	Sp_Aff	seg_SNPs	start5	start3	stop5	stop3	event_snp	LocalEventHpM_NWT	LocalEventHpM_Ntel	LocalEventHpM_Ntkd	LocalEventHpM_SFA	LocalEventHpM_DC	total_nb_seg	Event_len_max	Event_len_mid	Event_len_min	nb_62_seg	LCO	chr	Meiosis	EID	EventSpAff	LSB	LNCO	groupe	classe	Event_type	debut	fin
596	475	0	950	(3:5)	3	1	88777	89605	89605	89727	16	163.9178	178.6514	161.1557	75.7695	1.5134	6	4113	3603	3093	1	1	6	OM6	55	46_3_6_6_36_35	1	0	2	31	(4:4ai)_(3:5)_(2:6)_(3:5)_(3:5a)_(3:5b)_(4:4bCO)	88153.5	91756.5
597	114	0	227	(2:6)	6	1	89605	89727	89727	89832	16	163.9178	178.6514	161.1557	75.7695	1.5134	6	4113	3603	3093	1	1	6	OM6	55	46_3_6_6_36_35	1	0	2	31	(4:4ai)_(3:5)_(2:6)_(3:5)_(3:5a)_(3:5b)_(4:4bCO)	88153.5	91756.5
598	672	412	932	(3:5)	6	4	89727	89832	90244	90659	16	163.9178	178.6514	161.1557	75.7695	1.5134	6	4113	3603	3093	1	1	6	OM6	55	46_3_6_6_36_35	1	0	2	31	(4:4ai)_(3:5)_(2:6)_(3:5)_(3:5a)_(3:5b)_(4:4bCO)	88153.5	91756.5
599	360	113	607	(3:5a)	36	3	90244	90659	90772	90851	16	163.9178	178.6514	161.1557	75.7695	1.5134	6	4113	3603	3093	1	1	6	OM6	55	46_3_6_6_36_35	1	0	2	31	(4:4ai)_(3:5)_(2:6)_(3:5)_(3:5a)_(3:5b)_(4:4bCO)	88153.5	91756.5
600	945	570	1320	(3:5b)	35	5	90772	90851	91421	92092	16	163.9178	178.6514	161.1557	75.7695	1.5134	6	4113	3603	3093	1	1	6	OM6	55	46_3_6_6_36_35	1	0	2	31	(4:4ai)_(3:5)_(2:6)_(3:5)_(3:5a)_(3:5b)_(4:4bCO)	88153.5	91756.5
601	206	                      7	406	(3:5)	7	2	26638	26678	26685	27044	13	1247.9193	1106.5389	1190.0579	303.2866	35.0896	4	1961	1798	1635	1	1	5	OM7	55	7_8_34_4	1	0	2	32	(3:5)_(2:6)_(4:4aCO)_(3:5a)_(4:4a)	26658	28456
602	574	228	919	(2:6)	8	4	26685	27044	27272	27604	13	1247.9193	1106.5389	1190.0579	303.2866	35.0896	4	1961	1798	1635	1	1	5	OM7	55	7_8_34_4	1	0	2	32	(3:5)_(2:6)_(4:4aCO)_(3:5a)_(4:4a)	26658	28456
603	604	328	879	(4:4aCO)	34	5	27272	27604	27932	28151	13	1247.9193	1106.5389	1190.0579	303.2866	35.0896	4	1961	1798	1635	1	1	5	OM7	55	7_8_34_4	1	0	2	32	(3:5)_(2:6)_(4:4aCO)_(3:5a)_(4:4a)	26658	28456
604	414	161	668	(3:5a)	4	2	27932	28151	28312	28600	13	1247.9193	1106.5389	1190.0579	303.2866	35.0896	4	1961	1798	1635	1	1	5	OM7	55	7_8_34_4	1	0	2	32	(3:5)_(2:6)_(4:4aCO)_(3:5a)_(4:4a)	26658	28456
605	727	0	1454	(2:6)	34	1	321624	322875	322875	323078	1	159.0478	162.669	125.4035	64.1326	0.6328	1	1453	727	1	1	1	5	OM9	55	34	1	0	1	16	(2:6)_(4:4aCO)	322249.5	322976.5
606	172	                      30	315	3:5	2	2	609903	609928	609958	610218	5	2075.566	2231.4287	2643.7348	5150.291	123.4098	4	1310	1264	1218	1	0	7	OM3	56	2_12_2_2	1	1	2	14	3:5_3:5a_2:6_3:5a	609915.5	611179.5
607	358	0	716	3:5a	12	1	609958	610218	610218	610674	5	2075.566	2231.4287	2643.7348	5150.291	123.4098	4	1310	1264	1218	1	0	7	OM3	56	2_12_2_2	1	1	2	14	3:5_3:5a_2:6_3:5a	609915.5	611179.5
608	464	0	927	2:6	2	1	610218	610674	610674	611145	5	2075.566	2231.4287	2643.7348	5150.291	123.4098	4	1310	1264	1218	1	0	7	OM3	56	2_12_2_2	1	1	2	14	3:5_3:5a_2:6_3:5a	609915.5	611179.5
609	270	0	540	3:5a	2	1	610674	611145	611145	611214	5	2075.566	2231.4287	2643.7348	5150.291	123.4098	4	1310	1264	1218	1	0	7	OM3	56	2_12_2_2	1	1	2	14	3:5_3:5a_2:6_3:5a	609915.5	611179.5
610	338	                      167	508	(2:6)	34	2	168217	168241	168408	168725	12	350.1588	326.3639	408.6037	120.8176	8.0342	4	1368	1260	1152	1	1	6	OM4	56	34_2_1_2	1	0	2	32	(2:6)_(3:5)_(4:4aCO)_(3:5a)_(4:4a)	168229	169489
611	642	422	861	(3:5)	2	7	168408	168725	169147	169269	12	350.1588	326.3639	408.6037	120.8176	8.0342	4	1368	1260	1152	1	1	6	OM4	56	34_2_1_2	1	0	2	32	(2:6)_(3:5)_(4:4aCO)_(3:5a)_(4:4a)	168229	169489
612	154	63	245	(4:4aCO)	1	2	169147	169269	169332	169392	12	350.1588	326.3639	408.6037	120.8176	8.0342	4	1368	1260	1152	1	1	6	OM4	56	34_2_1_2	1	0	2	32	(2:6)_(3:5)_(4:4aCO)_(3:5a)_(4:4a)	168229	169489
613	127	0	254	(3:5a)	2	1	169332	169392	169392	169586	12	350.1588	326.3639	408.6037	120.8176	8.0342	4	1368	1260	1152	1	1	6	OM4	56	34_2_1_2	1	0	2	32	(2:6)_(3:5)_(4:4aCO)_(3:5a)_(4:4a)	168229	169489
614	696	                      206	1187	(5:3)	3	6	327079	327970	328176	328266	19	571.1656	467.777	481.3628	173.9831	8.8784	3	5380	4901	4422	1	1	5	OM9	56	3_4_5	1	0	2	32	(5:3)_(6:2)_(5:3a)_(4:4aCO)	327524.5	332425.5
615	76	7	144	(6:2)	4	3	328176	328266	328273	328320	19	571.1656	467.777	481.3628	173.9831	8.8784	3	5380	4901	4422	1	1	5	OM9	56	3_4_5	1	0	2	32	(5:3)_(6:2)_(5:3a)_(4:4aCO)	327524.5	332425.5
616	4129	4071	4187	(5:3a)	5	10	328273	328320	332391	332460	19	571.1656	467.777	481.3628	173.9831	8.8784	3	5380	4901	4422	1	1	5	OM9	56	3_4_5	1	0	2	32	(5:3)_(6:2)_(5:3a)_(4:4aCO)	327524.5	332425.5
617	102	0	204	6:2	34	1	146641	146798	146798	146845	1	1.3128	1.1125	2.1949	0.8101	0	1	203	102	1	1	0	5	OM2	57	34	1	1	1	10	6:2	146719.5	146821.5
618	248	                      0	495	(5:3)	8	1	676875	677169	677169	677370	10	1288.2638	1344.102	1208.3146	1039.7039	57.151	3	2799	2257	1715	1	1	7	OM3	57	8_7_567	1	0	3	20	(5:3)_(6:2)_(3:5)_(4:4aCO)	677022	679279
619	639	42	1236	(6:2)	7	2	677169	677370	677412	678405	10	1288.2638	1344.102	1208.3146	1039.7039	57.151	3	2799	2257	1715	1	1	7	OM3	57	8_7_567	1	0	3	20	(5:3)_(6:2)_(3:5)_(4:4aCO)	677022	679279
620	1370	478	2263	(3:5)	567	7	677412	678405	678883	679675	10	1288.2638	1344.102	1208.3146	1039.7039	57.151	3	2799	2257	1715	1	1	7	OM3	57	8_7_567	1	0	3	20	(5:3)_(6:2)_(3:5)_(4:4aCO)	677022	679279
621	278	                      136	419	5:3	8	4	168728	168886	169022	169147	15	342.9468	320.5941	397.7333	112.6833	8.0342	4	906	820	733	1	0	6	OM6	57	8_7_7_78	1	1	2	13	5:3_6:2_5:3_5:3a	168806.75	169626.75
622	124	0	247	6:2	7	1	169022	169147	169147	169269	15	342.9468	320.5941	397.7333	112.6833	8.0342	4	906	820	733	1	0	6	OM6	57	8_7_7_78	1	1	2	13	5:3_6:2_5:3_5:3a	168806.75	169626.75
623	154	63	245	5:3	7	2	169147	169269	169332	169392	15	342.9468	320.5941	397.7333	112.6833	8.0342	4	906	820	733	1	0	6	OM6	57	8_7_7_78	1	1	2	13	5:3_6:2_5:3_5:3a	168806.75	169626.75
624	264	226	303	5:3a	78	8	169332	169392	169618	169635	15	342.9468	320.5941	397.7333	112.6833	8.0342	4	906	820	733	1	0	6	OM6	57	8_7_7_78	1	1	2	13	5:3_6:2_5:3_5:3a	168806.75	169626.75
625	420	                      0	840	6:2	78	1	66291	67085	67085	67131	18	2588.4697	2700.2937	2279.764	2154.3598	156.121	4	3276	2718	2159	1	0	5	OM7	57	78_8_7_8	1	1	2	17	6:2_5:3_4:4_5:3a	66687.75	69405.75
626	1300	1137	1462	5:3	8	5	67085	67131	68268	68547	18	2588.4697	2700.2937	2279.764	2154.3598	156.121	4	3276	2718	2159	1	0	5	OM7	57	78_8_7_8	1	1	2	17	6:2_5:3_4:4_5:3a	66687.75	69405.75
627	738	536	941	4:4	7	10	68268	68547	69083	69209	18	2588.4697	2700.2937	2279.764	2154.3598	156.121	4	3276	2718	2159	1	0	5	OM7	57	78_8_7_8	1	1	2	17	6:2_5:3_4:4_5:3a	66687.75	69405.75
628	260	34	485	5:3a	8	2	69083	69209	69243	69568	18	2588.4697	2700.2937	2279.764	2154.3598	156.121	4	3276	2718	2159	1	0	5	OM7	57	78_8_7_8	1	1	2	17	6:2_5:3_4:4_5:3a	66687.75	69405.75
629	754	                      434	1073	(5:3)	8	4	400033	400481	400915	401106	12	489.0439	495.5395	392.827	757.2819	4.9238	3	2688	2304	1920	1	1	5	OM8	57	8_8_78	1	0	1	12	(5:3)_(4:4)_(6:2)_(4:4aCO)	400257	402561
630	692	439	944	(4:4)	8	2	400915	401106	401545	401859	12	489.0439	495.5395	392.827	757.2819	4.9238	3	2688	2304	1920	1	1	5	OM8	57	8_8_78	1	0	1	12	(5:3)_(4:4)_(6:2)_(4:4aCO)	400257	402561
631	859	541	1177	(6:2)	78	6	401545	401859	402400	402722	12	489.0439	495.5395	392.827	757.2819	4.9238	3	2688	2304	1920	1	1	5	OM8	57	8_8_78	1	0	1	12	(5:3)_(4:4)_(6:2)_(4:4aCO)	400257	402561
632	58	                      30	87	3:5	8	4	362296	362343	362373	362383	6	4.6008	5.1801	8.2065	1.3226	0	2	100	74	47	1	0	5	OM9	57	8_7	1	1	1	8	3:5_2:6	362319.25	362393.25
633	15	6	24	2:6	7	2	362373	362383	362389	362397	6	4.6008	5.1801	8.2065	1.3226	0	2	100	74	47	1	0	5	OM9	57	8_7	1	1	1	8	3:5_2:6	362319.25	362393.25
634	198	                      25	370	(5:3)	8	2	245505	245636	245661	245875	27	592.2855	542.6593	482.1291	413.2169	19.5584	6	5500	4970	4440	1	1	6	OM4	58	8_7_8_58_6_7	1	0	3	20	(5:3)_(6:2)_(5:3a)_(5:3b)_(4:4aCO)_(3:5)_(4:4a)	245570.5	250540.5
635	299	0	598	(6:2)	7	1	245661	245875	245875	246259	27	592.2855	542.6593	482.1291	413.2169	19.5584	6	5500	4970	4440	1	1	6	OM4	58	8_7_8_58_6_7	1	0	3	20	(5:3)_(6:2)_(5:3a)_(5:3b)_(4:4aCO)_(3:5)_(4:4a)	245570.5	250540.5
636	2188	1887	2490	(5:3a)	8	12	245875	246259	248146	248365	27	592.2855	542.6593	482.1291	413.2169	19.5584	6	5500	4970	4440	1	1	6	OM4	58	8_7_8_58_6_7	1	0	3	20	(5:3)_(6:2)_(5:3a)_(5:3b)_(4:4aCO)_(3:5)_(4:4a)	245570.5	250540.5
637	335	0	670	(5:3b)	58	1	248146	248365	248365	248816	27	592.2855	542.6593	482.1291	413.2169	19.5584	6	5500	4970	4440	1	1	6	OM4	58	8_7_8_58_6_7	1	0	3	20	(5:3)_(6:2)_(5:3a)_(5:3b)_(4:4aCO)_(3:5)_(4:4a)	245570.5	250540.5
638	1254	985	1524	(4:4aCO)	6	8	248365	248816	249801	249889	27	592.2855	542.6593	482.1291	413.2169	19.5584	6	5500	4970	4440	1	1	6	OM4	58	8_7_8_58_6_7	1	0	3	20	(5:3)_(6:2)_(5:3a)_(5:3b)_(4:4aCO)_(3:5)_(4:4a)	245570.5	250540.5
639	696	186	1205	(3:5)	7	3	249801	249889	250075	251006	27	592.2855	542.6593	482.1291	413.2169	19.5584	6	5500	4970	4440	1	1	6	OM4	58	8_7_8_58_6_7	1	0	3	20	(5:3)_(6:2)_(5:3a)_(5:3b)_(4:4aCO)_(3:5)_(4:4a)	245570.5	250540.5
640	406	                      19	793	(3:5)	5	2	189336	189828	189847	190129	18	221.6811	234.8578	258.4322	97.9034	4.826	4	2523	2176	1828	2	1	6	OM6	58	5_6_6_6	1	0	1	12	(3:5)_(2:6)_(3:5)_(2:6)_(4:4aCO)	189581.75	191757.75
641	176	30	322	(2:6)	6	2	189847	190129	190159	190169	18	221.6811	234.8578	258.4322	97.9034	4.826	4	2523	2176	1828	2	1	6	OM6	58	5_6_6_6	1	0	1	12	(3:5)_(2:6)_(3:5)_(2:6)_(4:4aCO)	189581.75	191757.75
642	1405	1336	1474	(3:5)	6	11	190159	190169	191505	191633	18	221.6811	234.8578	258.4322	97.9034	4.826	4	2523	2176	1828	2	1	6	OM6	58	5_6_6_6	1	0	1	12	(3:5)_(2:6)_(3:5)_(2:6)_(4:4aCO)	189581.75	191757.75
643	188	22	355	(2:6)	6	3	191505	191633	191655	191860	18	221.6811	234.8578	258.4322	97.9034	4.826	4	2523	2176	1828	2	1	6	OM6	58	5_6_6_6	1	0	1	12	(3:5)_(2:6)_(3:5)_(2:6)_(4:4aCO)	189581.75	191757.75
644	722	                      339	1105	5:3	6	4	72181	72738	73077	73286	44	1776.9153	1790.0379	1716.6389	1648.7529	38.6114	7	6244	5248	4252	1	0	7	OM4	59	6_6_6_6_6_15_1	1	1	3	30	5:3_4:4_5:3_4:4_5:3_5:3a_6:2	72459.5	77707.5
645	168	50	285	4:4	6	3	73077	73286	73336	73362	44	1776.9153	1790.0379	1716.6389	1648.7529	38.6114	7	6244	5248	4252	1	0	7	OM4	59	6_6_6_6_6_15_1	1	1	3	30	5:3_4:4_5:3_4:4_5:3_5:3a_6:2	72459.5	77707.5
646	356	322	391	5:3	6	6	73336	73362	73684	73727	44	1776.9153	1790.0379	1716.6389	1648.7529	38.6114	7	6244	5248	4252	1	0	7	OM4	59	6_6_6_6_6_15_1	1	1	3	30	5:3_4:4_5:3_4:4_5:3_5:3a_6:2	72459.5	77707.5
647	112	83	141	4:4	6	2	73684	73727	73810	73825	44	1776.9153	1790.0379	1716.6389	1648.7529	38.6114	7	6244	5248	4252	1	0	7	OM4	59	6_6_6_6_6_15_1	1	1	3	30	5:3_4:4_5:3_4:4_5:3_5:3a_6:2	72459.5	77707.5
648	1182	966	1399	5:3	6	11	73810	73825	74791	75209	44	1776.9153	1790.0379	1716.6389	1648.7529	38.6114	7	6244	5248	4252	1	0	7	OM4	59	6_6_6_6_6_15_1	1	1	3	30	5:3_4:4_5:3_4:4_5:3_5:3a_6:2	72459.5	77707.5
649	900	569	1230	5:3a	15	8	74791	75209	75778	76021	44	1776.9153	1790.0379	1716.6389	1648.7529	38.6114	7	6244	5248	4252	1	0	7	OM4	59	6_6_6_6_6_15_1	1	1	3	30	5:3_4:4_5:3_4:4_5:3_5:3a_6:2	72459.5	77707.5
650	1808	968	2648	6:2	1	10	75778	76021	76989	78426	44	1776.9153	1790.0379	1716.6389	1648.7529	38.6114	7	6244	5248	4252	1	0	7	OM4	59	6_6_6_6_6_15_1	1	1	3	30	5:3_4:4_5:3_4:4_5:3_5:3a_6:2	72459.5	77707.5
651	1025	                      930	1120	3:5	3	2	410453	410531	411461	411573	22	487.6498	840.4004	916.3053	747.1765	24.417	8	3811	3539	3267	1	0	7	OM5	59	3_3_4_4_34_3_4_4	1	1	2	18	3:5_4:4_3:5a_4:4_2:6_3:5a_4:4_3:5a	410492	414031
652	374	0	747	4:4	3	1	411461	411573	411573	412208	22	487.6498	840.4004	916.3053	747.1765	24.417	8	3811	3539	3267	1	0	7	OM5	59	3_3_4_4_34_3_4_4	1	1	2	18	3:5_4:4_3:5a_4:4_2:6_3:5a_4:4_3:5a	410492	414031
653	352	0	704	3:5a	4	1	411573	412208	412208	412277	22	487.6498	840.4004	916.3053	747.1765	24.417	8	3811	3539	3267	1	0	7	OM5	59	3_3_4_4_34_3_4_4	1	1	2	18	3:5_4:4_3:5a_4:4_2:6_3:5a_4:4_3:5a	410492	414031
654	1003	774	1232	4:4	4	12	412208	412277	413051	413440	22	487.6498	840.4004	916.3053	747.1765	24.417	8	3811	3539	3267	1	0	7	OM5	59	3_3_4_4_34_3_4_4	1	1	2	18	3:5_4:4_3:5a_4:4_2:6_3:5a_4:4_3:5a	410492	414031
655	226	0	452	2:6	34	1	413051	413440	413440	413503	22	487.6498	840.4004	916.3053	747.1765	24.417	8	3811	3539	3267	1	0	7	OM5	59	3_3_4_4_34_3_4_4	1	1	2	18	3:5_4:4_3:5a_4:4_2:6_3:5a_4:4_3:5a	410492	414031
656	264	225	304	3:5a	3	3	413440	413503	413728	413744	22	487.6498	840.4004	916.3053	747.1765	24.417	8	3811	3539	3267	1	0	7	OM5	59	3_3_4_4_34_3_4_4	1	1	2	18	3:5_4:4_3:5a_4:4_2:6_3:5a_4:4_3:5a	410492	414031
657	34	0	69	4:4	4	1	413728	413744	413744	413797	22	487.6498	840.4004	916.3053	747.1765	24.417	8	3811	3539	3267	1	0	7	OM5	59	3_3_4_4_34_3_4_4	1	1	2	18	3:5_4:4_3:5a_4:4_2:6_3:5a_4:4_3:5a	410492	414031
658	260	0	521	3:5a	4	1	413744	413797	413797	414265	22	487.6498	840.4004	916.3053	747.1765	24.417	8	3811	3539	3267	1	0	7	OM5	59	3_3_4_4_34_3_4_4	1	1	2	18	3:5_4:4_3:5a_4:4_2:6_3:5a_4:4_3:5a	410492	414031
659	961	256	1666	(2:6)	34	2	224681	225229	225485	226347	2	499.1726	446.7751	558.4139	657.6354	5.7904	1	1665	961	257	1	1	5	OM7	59	34	1	0	1	16	(2:6)_(4:4aCO)	224955	225916
660	96	                      0	193	(3:5)	1	1	490942	490952	490952	491135	9	1221.7056	1478.9335	837.4892	1259.1476	52.2246	3	863	734	605	1	1	5	OM8	59	1_2_3	1	0	2	32	(3:5)_(2:6)_(3:5a)_(4:4aCO)	490947	491681
661	430	289	570	(2:6)	2	6	490952	491135	491424	491522	9	1221.7056	1478.9335	837.4892	1259.1476	52.2246	3	863	734	605	1	1	5	OM8	59	1_2_3	1	0	2	32	(3:5)_(2:6)_(3:5a)_(4:4aCO)	490947	491681
662	208	34	382	(3:5a)	3	2	491424	491522	491556	491806	9	1221.7056	1478.9335	837.4892	1259.1476	52.2246	3	863	734	605	1	1	5	OM8	59	1_2_3	1	0	2	32	(3:5)_(2:6)_(3:5a)_(4:4aCO)	490947	491681
663	234	                      0	469	(2:6)	78	1	525834	526150	526150	526303	2	71.4789	70.2858	69.6536	10.3421	0.348	2	803	478	154	1	1	5	OM9	59	78_2	1	0	1	10	(2:6)_(3:5)_(4:4aCO)	525992.25	526470.25
664	244	0	488	(3:5)	2	1	526150	526303	526303	526638	2	71.4789	70.2858	69.6536	10.3421	0.348	2	803	478	154	1	1	5	OM9	59	78_2	1	0	1	10	(2:6)_(3:5)_(4:4aCO)	525992.25	526470.25
665	298	                      19	578	(2:6)	56	2	333453	333669	333688	334031	26	833.9198	930.909	1086.4489	2580.5876	20.2534	7	2783	2494	2206	3	1	5	OM2	60	56_1256_6_6_6_5_5	1	0	3	20	(2:6)_(6:2)_(5:3)_(6:2)_(5:3)_(4:4aCO)_(5:3)_(4:4a)	333561.25	336055.25
666	332	144	520	(6:2)	1256	3	333688	334031	334175	334208	26	833.9198	930.909	1086.4489	2580.5876	20.2534	7	2783	2494	2206	3	1	5	OM2	60	56_1256_6_6_6_5_5	1	0	3	20	(2:6)_(6:2)_(5:3)_(6:2)_(5:3)_(4:4aCO)_(5:3)_(4:4a)	333561.25	336055.25
667	204	123	285	(5:3)	6	4	334175	334208	334331	334460	26	833.9198	930.909	1086.4489	2580.5876	20.2534	7	2783	2494	2206	3	1	5	OM2	60	56_1256_6_6_6_5_5	1	0	3	20	(2:6)_(6:2)_(5:3)_(6:2)_(5:3)_(4:4aCO)_(5:3)_(4:4a)	333561.25	336055.25
668	172	0	345	(6:2)	6	1	334331	334460	334460	334676	26	833.9198	930.909	1086.4489	2580.5876	20.2534	7	2783	2494	2206	3	1	5	OM2	60	56_1256_6_6_6_5_5	1	0	3	20	(2:6)_(6:2)_(5:3)_(6:2)_(5:3)_(4:4aCO)_(5:3)_(4:4a)	333561.25	336055.25
669	1046	891	1201	(5:3)	6	12	334460	334676	335567	335661	26	833.9198	930.909	1086.4489	2580.5876	20.2534	7	2783	2494	2206	3	1	5	OM2	60	56_1256_6_6_6_5_5	1	0	3	20	(2:6)_(6:2)_(5:3)_(6:2)_(5:3)_(4:4aCO)_(5:3)_(4:4a)	333561.25	336055.25
670	136	26	245	(4:4aCO)	5	2	335567	335661	335687	335812	26	833.9198	930.909	1086.4489	2580.5876	20.2534	7	2783	2494	2206	3	1	5	OM2	60	56_1256_6_6_6_5_5	1	0	3	20	(2:6)_(6:2)_(5:3)_(6:2)_(5:3)_(4:4aCO)_(5:3)_(4:4a)	333561.25	336055.25
671	306	62	550	(5:3)	5	2	335687	335812	335874	336237	26	833.9198	930.909	1086.4489	2580.5876	20.2534	7	2783	2494	2206	3	1	5	OM2	60	56_1256_6_6_6_5_5	1	0	3	20	(2:6)_(6:2)_(5:3)_(6:2)_(5:3)_(4:4aCO)_(5:3)_(4:4a)	333561.25	336055.25
672	496	                      0	992	3:5	1	1	123330	123839	123839	124322	2	1134.1392	1270.8876	1316.2259	1069.4471	25.4192	2	1340	912	484	1	0	7	OM4	60	1_2	1	1	1	8	3:5_2:6	123584.5	124496.5
673	416	0	832	2:6	2	1	123839	124322	124322	124671	2	1134.1392	1270.8876	1316.2259	1069.4471	25.4192	2	1340	912	484	1	0	7	OM4	60	1_2	1	1	1	8	3:5_2:6	123584.5	124496.5
674	887	16	1758	(2:6)	78	2	92892	93381	93397	94650	2	267.4171	284.2792	240.1129	191.6704	4.7928	1	1757	887	17	1	1	7	OM6	60	78	1	0	1	16	(2:6)_(4:4aCO)	93136.5	94023.5
675	354	                      0	708	(3:5)	8	1	847980	848452	848452	848688	3	1828.1856	2213.3036	2816.8106	4842.3993	89.7536	3	1424	1054	683	1	1	7	OM3	61	8_8_78	1	0	1	12	(3:5)_(4:4)_(2:6)_(4:4aCO)	848215.75	849269.75
676	341	0	682	(4:4)	8	1	848452	848688	848688	849134	3	1828.1856	2213.3036	2816.8106	4842.3993	89.7536	3	1424	1054	683	1	1	7	OM3	61	8_8_78	1	0	1	12	(3:5)_(4:4)_(2:6)_(4:4aCO)	848215.75	849269.75
677	358	0	717	(2:6)	78	1	848688	849134	849134	849405	3	1828.1856	2213.3036	2816.8106	4842.3993	89.7536	3	1424	1054	683	1	1	7	OM3	61	8_8_78	1	0	1	12	(3:5)_(4:4)_(2:6)_(4:4aCO)	848215.75	849269.75
678	344	210	477	(6:2)	56	3	414243	414432	414642	414720	3	434.3955	441.6471	559.9003	164.0193	7.0758	1	476	344	211	1	1	5	OM1	62	56	1	0	1	15	(6:2)_(4:4aCO)	414337.25	414681.25
679	501	                      211	791	(3:5)	1	3	392326	392813	393024	393117	11	97.3787	103.6578	78.6973	69.3708	0.5086	2	2030	1650	1271	1	1	5	OM2	62	1_2	1	0	1	9	(3:5)_(2:6)_(4:4aCO)	392569.75	394219.75
680	1150	966	1333	(2:6)	2	8	393024	393117	394083	394357	11	97.3787	103.6578	78.6973	69.3708	0.5086	2	2030	1650	1271	1	1	5	OM2	62	1_2	1	0	1	9	(3:5)_(2:6)_(4:4aCO)	392569.75	394219.75
681	360	                      61	660	(6:2)	78	3	197816	197942	198003	198476	11	255.4543	282.873	304.21	342.0403	8.9342	4	2534	2244	1953	1	1	7	OM6	62	78_78_4_78	1	0	3	20	(6:2)_(4:4)_(3:5)_(5:3)_(4:4aCO)	197878.75	200122.75
682	634	276	992	(4:4)	78	2	198003	198476	198752	198995	11	255.4543	282.873	304.21	342.0403	8.9342	4	2534	2244	1953	1	1	7	OM6	62	78_78_4_78	1	0	3	20	(6:2)_(4:4)_(3:5)_(5:3)_(4:4aCO)	197878.75	200122.75
683	912	695	1130	(3:5)	4	4	198752	198995	199690	199882	11	255.4543	282.873	304.21	342.0403	8.9342	4	2534	2244	1953	1	1	7	OM6	62	78_78_4_78	1	0	3	20	(6:2)_(4:4)_(3:5)_(5:3)_(4:4aCO)	197878.75	200122.75
684	336	12	661	(5:3)	78	2	199690	199882	199894	200351	11	255.4543	282.873	304.21	342.0403	8.9342	4	2534	2244	1953	1	1	7	OM6	62	78_78_4_78	1	0	3	20	(6:2)_(4:4)_(3:5)_(5:3)_(4:4aCO)	197878.75	200122.75
685	754	                      0	1507	(6:2)	56	1	397892	398975	398975	399399	4	211.5641	216.9271	154.6767	216.3733	5.5236	4	2588	1824	1059	1	1	5	OM7	62	56_8_7_3	2	1	0	2	(6:2)_(5:3)_(4:4aCO)_(3:5)_(4:4a)	398433.25	400257.25
686	515	0	1030	(5:3)	8	1	398975	399399	399399	400005	4	211.5641	216.9271	154.6767	216.3733	5.5236	4	2588	1824	1059	1	1	5	OM7	62	56_8_7_3	2	1	0	2	(6:2)_(5:3)_(4:4aCO)_(3:5)_(4:4a)	398433.25	400257.25
687	317	0	634	(4:4aCO)	7	1	399399	400005	400005	400033	4	211.5641	216.9271	154.6767	216.3733	5.5236	4	2588	1824	1059	1	1	5	OM7	62	56_8_7_3	2	1	0	2	(6:2)_(5:3)_(4:4aCO)_(3:5)_(4:4a)	398433.25	400257.25
688	238	0	476	(3:5)	3	1	400005	400033	400033	400481	4	211.5641	216.9271	154.6767	216.3733	5.5236	4	2588	1824	1059	1	1	5	OM7	62	56_8_7_3	2	1	0	2	(6:2)_(5:3)_(4:4aCO)_(3:5)_(4:4a)	398433.25	400257.25
689	187	                      114	260	5:3	3	6	563348	563399	563513	563608	57	25.9162	27.9784	17.6414	5.2509	0	8	1812	1694	1576	3	0	5	OM8	62	3_34_3_3_3_3_3_3	1	1	2	13	5:3_5:3a_6:2_5:3a_6:2_5:3a_6:2_5:3a	563373.5	565067.5
690	54	0	107	5:3a	34	1	563513	563608	563608	563620	57	25.9162	27.9784	17.6414	5.2509	0	8	1812	1694	1576	3	0	5	OM8	62	3_34_3_3_3_3_3_3	1	1	2	13	5:3_5:3a_6:2_5:3a_6:2_5:3a_6:2_5:3a	563373.5	565067.5
691	17	0	34	6:2	3	1	563608	563620	563620	563642	57	25.9162	27.9784	17.6414	5.2509	0	8	1812	1694	1576	3	0	5	OM8	62	3_34_3_3_3_3_3_3	1	1	2	13	5:3_5:3a_6:2_5:3a_6:2_5:3a_6:2_5:3a	563373.5	565067.5
692	594	555	632	5:3a	3	14	563620	563642	564197	564252	57	25.9162	27.9784	17.6414	5.2509	0	8	1812	1694	1576	3	0	5	OM8	62	3_34_3_3_3_3_3_3	1	1	2	13	5:3_5:3a_6:2_5:3a_6:2_5:3a_6:2_5:3a	563373.5	565067.5
693	34	0	68	6:2	3	1	564197	564252	564252	564265	57	25.9162	27.9784	17.6414	5.2509	0	8	1812	1694	1576	3	0	5	OM8	62	3_34_3_3_3_3_3_3	1	1	2	13	5:3_5:3a_6:2_5:3a_6:2_5:3a_6:2_5:3a	563373.5	565067.5
694	225	213	237	5:3a	3	12	564252	564265	564478	564489	57	25.9162	27.9784	17.6414	5.2509	0	8	1812	1694	1576	3	0	5	OM8	62	3_34_3_3_3_3_3_3	1	1	2	13	5:3_5:3a_6:2_5:3a_6:2_5:3a_6:2_5:3a	563373.5	565067.5
